Well	Surface	MD	missing	Type
Yabl_060	V-17n2_top	3916.0	-999	HORIZON
Yabl_060	V-17n2_base	3923.0	-999	HORIZON
Yabl_060	V-17n3_top	3925.0	-999	HORIZON
Yabl_060	V-17n3_base	3944.0	-999	HORIZON
Yabl_060	V-18_top	3965.0	-999	HORIZON
Yabl_060	V-18_base	4022.0	-999	HORIZON
Yabl_060	V-18v_top	3965.0	-999	HORIZON
Yabl_060	V-18v_base	3976.0	-999	HORIZON
Yabl_060	V-18s_top	3981.0	-999	HORIZON
Yabl_060	V-18s_base	3998.0	-999	HORIZON
Yabl_060	V-18n_top	4002.0	-999	HORIZON
Yabl_060	V-18n_base	4022.0	-999	HORIZON
Yabl_060	V-19_top	4033.0	-999	HORIZON
Yabl_060	V-19_base	4044.0	-999	HORIZON
Yabl_060	V-20_top	4054.0	-999	HORIZON
Yabl_060	V-20_base	4108.0	-999	HORIZON
Yabl_060	V-21_top	4108.0	-999	HORIZON
Yabl_060	V-21_base	4139.0	-999	HORIZON
Yabl_060	V-22_top	4178.0	-999	HORIZON
Yabl_060	V-22_base	4214.0	-999	HORIZON
Yabl_060	V-22v_top	4178.0	-999	HORIZON
Yabl_060	V-22v_base	4185.0	-999	HORIZON
Yabl_060	V-22n_top	4188.0	-999	HORIZON
Yabl_060	V-22n_base	4214.0	-999	HORIZON
Yabl_060	V-23_top	4284.0	-999	HORIZON
Yabl_060	V-23_base	4321.0	-999	HORIZON
Yabl_060	V-24_top	4321.0	-999	HORIZON
Yabl_060	V-25_base	4468.0	-999	HORIZON
Yabl_060	V-26_top	4488.0	-999	HORIZON
Yabl_060	V-26_base	4640.0	-999	HORIZON
Yabl_060	T-1_top	4640.0	-999	HORIZON
Yabl_060	T-1_base	4807.0	-999	HORIZON
Yabl_060	D3fm2 (oz-hv)_top	4807.0	-999	HORIZON
Yabl_060	D3fm2 (oz-hv)_base	4824.0	-999	HORIZON
Yabl_060	D3fm2 (dn-lb)_top	4824.0	-999	HORIZON
Yabl_060	D3fm2 (dn-lb)_base	4880.0	-999	HORIZON
Yabl_061	M-1_top	3027.0	-999	HORIZON
Yabl_061	M1_base	3077.0	-999	HORIZON
Yabl_061	M-2_top	3083.0	-999	HORIZON
Yabl_061	M-2_base	3122.0	-999	HORIZON
Yabl_061	M-3_top	3135.0	-999	HORIZON
Yabl_061	M-3_base	3193.0	-999	HORIZON
Yabl_061	M-4_top	3206.0	-999	HORIZON
Yabl_061	M-4_base	3229.0	-999	HORIZON
Yabl_061	M-5v_top	3243.0	-999	HORIZON
Yabl_061	M-5v_base	3265.0	-999	HORIZON
Yabl_061	M-5n_top	3275.0	-999	HORIZON
Yabl_061	M-5n_base	3301.2	-999	HORIZON
Yabl_061	M-6_top	3310.0	-999	HORIZON
Yabl_061	M-6_base	3359.0	-999	HORIZON
Yabl_061	M-7_top	3372.0	-999	HORIZON
Yabl_061	M-7_base	3422.0	-999	HORIZON
Yabl_061	B-3_top	3427.0	-999	HORIZON
Yabl_061	B-3_base	3437.0	-999	HORIZON
Yabl_061	B-4_top	3448.0	-999	HORIZON
Yabl_061	B-4_base	3477.0	-999	HORIZON
Yabl_061	B-5_top	3500.0	-999	HORIZON
Yabl_061	B-5_base	3534.0	-999	HORIZON
Yabl_061	B-6_top	3545.0	-999	HORIZON
Yabl_061	B-6_base	3585.0	-999	HORIZON
Yabl_061	B-8_top	3596.0	-999	HORIZON
Yabl_061	B-8_base	3602.0	-999	HORIZON
Yabl_061	B-10_top	3650.0	-999	HORIZON
Yabl_061	B-10_base	3668.0	-999	HORIZON
Yabl_061	B-11_top	3687.0	-999	HORIZON
Yabl_061	B-11_base	3692.0	-999	HORIZON
Yabl_061	S-8_top	3707.0	-999	HORIZON
Yabl_061	S-8_base	3713.0	-999	HORIZON
Yabl_061	S-23_top	3764.0	-999	HORIZON
Yabl_061	S-23_base	3791.0	-999	HORIZON
Yabl_061	V-15_top	3904.0	-999	HORIZON
Yabl_061	V-15_base	3941.0	-999	HORIZON
Yabl_061	V-16_top	3952.0	-999	HORIZON
Yabl_061	V-16_base	3995.0	-999	HORIZON
Yabl_061	V-18_top	4000.0	-999	HORIZON
Yabl_061	V-18_base	4032.0	-999	HORIZON
Yabl_061	V-18s_top	4000.0	-999	HORIZON
Yabl_061	V-18s_base	4016.0	-999	HORIZON
Yabl_061	V-18n_top	4018.0	-999	HORIZON
Yabl_061	V-18n_base	4032.0	-999	HORIZON
Yabl_061	V-19_top	4051.0	-999	HORIZON
Yabl_061	V-19_base	4081.0	-999	HORIZON
Yabl_061	V-20_top	4093.0	-999	HORIZON
Yabl_061	V-20_base	4168.0	-999	HORIZON
Yabl_061	V-21_top	4168.0	-999	HORIZON
Yabl_061	V-21_base	4175.0	-999	HORIZON
Yabl_061	V-22_top	4209.0	-999	HORIZON
Yabl_061	V-22_base	4255.0	-999	HORIZON
Yabl_061	V-22v_top	4209.0	-999	HORIZON
Yabl_061	V-22v_base	4214.0	-999	HORIZON
Yabl_061	V-22n_top	4225.0	-999	HORIZON
Yabl_061	V-22n_base	4255.0	-999	HORIZON
Yabl_061	V-23_top	4300.0	-999	HORIZON
Yabl_061	V-23_base	4342.0	-999	HORIZON
Yabl_061	V-24_top	4342.0	-999	HORIZON
Yabl_061	V-25_base	4507.0	-999	HORIZON
Yabl_061	V-26_top	4531.0	-999	HORIZON
Yabl_061	V-26_base	4664.0	-999	HORIZON
Yabl_061	T-1_top	4664.0	-999	HORIZON
Yabl_061	T-1_base	4844.0	-999	HORIZON
Yabl_061	D3fm2 (oz-hv)_top	4844.0	-999	HORIZON
Yabl_061	D3fm2 (oz-hv)_base	4870.0	-999	HORIZON
Yabl_061	D3fm2 (dn-lb)_top	4870.0	-999	HORIZON
Yabl_061	D3fm2 (dn-lb)_base	4948.0	-999	HORIZON
Yabl_061	D3fm1 (zd-el)_top	4948.0	-999	HORIZON
Yabl_061	D3fm1 (zd-el)_base	5012.0	-999	HORIZON
Yabl_063	M-1_top	3094.0	-999	HORIZON
Yabl_063	M1_base	3120.0	-999	HORIZON
Yabl_063	M-2_top	3132.0	-999	HORIZON
Yabl_063	M-2_base	3177.0	-999	HORIZON
Yabl_063	M-3_top	3200.0	-999	HORIZON
Yabl_063	M-3_base	3248.0	-999	HORIZON
Yabl_063	M-4_top	3256.0	-999	HORIZON
Yabl_063	M-4_base	3279.4	-999	HORIZON
Yabl_063	M-5v_top	3286.0	-999	HORIZON
Yabl_063	M-5v_base	3306.0	-999	HORIZON
Yabl_063	M-5n_top	3318.0	-999	HORIZON
Yabl_063	M-5n_base	3354.0	-999	HORIZON
Yabl_063	M-6_top	3366.0	-999	HORIZON
Yabl_063	M-6_base	3422.0	-999	HORIZON
Yabl_063	M-7_top	3433.0	-999	HORIZON
Yabl_063	M-7_base	3512.0	-999	HORIZON
Yabl_063	B-3_top	3518.0	-999	HORIZON
Yabl_063	B-3_base	3522.0	-999	HORIZON
Yabl_063	B-4_top	3532.0	-999	HORIZON
Yabl_063	B-4_base	3545.0	-999	HORIZON
Yabl_063	B-5_top	3548.0	-999	HORIZON
Yabl_063	B-5_base	3594.0	-999	HORIZON
Yabl_063	B-6_top	3602.0	-999	HORIZON
Yabl_063	B-6_base	3630.0	-999	HORIZON
Yabl_063	B-8_top	3643.0	-999	HORIZON
Yabl_063	B-8_base	3659.0	-999	HORIZON
Yabl_063	B-10_top	3704.0	-999	HORIZON
Yabl_063	B-10_base	3722.0	-999	HORIZON
Yabl_063	B-11_top	3745.0	-999	HORIZON
Yabl_063	B-11_base	3761.0	-999	HORIZON
Yabl_063	S-8_top	3780.0	-999	HORIZON
Yabl_063	S-8_base	3794.0	-999	HORIZON
Yabl_063	S-23_top	3848.0	-999	HORIZON
Yabl_063	S-23_base	3860.0	-999	HORIZON
Yabl_063	V-15_top	3970.0	-999	HORIZON
Yabl_063	V-15_base	4010.0	-999	HORIZON
Yabl_063	V-16_top	4018.0	-999	HORIZON
Yabl_063	V-16_base	4035.0	-999	HORIZON
Yabl_063	V-17n3_top	4035.0	-999	HORIZON
Yabl_063	V-17n3_base	4058.0	-999	HORIZON
Yabl_063	V-18_top	4081.0	-999	HORIZON
Yabl_063	V-18_base	4137.0	-999	HORIZON
Yabl_063	V-18v_top	4081.0	-999	HORIZON
Yabl_063	V-18v_base	4090.0	-999	HORIZON
Yabl_063	V-18s_top	4092.0	-999	HORIZON
Yabl_063	V-18s_base	4113.0	-999	HORIZON
Yabl_063	V-18n_top	4121.0	-999	HORIZON
Yabl_063	V-18n_base	4137.0	-999	HORIZON
Yabl_063	V-19_top	4157.0	-999	HORIZON
Yabl_063	V-19_base	4183.0	-999	HORIZON
Yabl_063	V-20_top	4200.0	-999	HORIZON
Yabl_063	V-20_base	4237.0	-999	HORIZON
Yabl_063	V-21_top	4237.0	-999	HORIZON
Yabl_063	V-21_base	4282.0	-999	HORIZON
Yabl_063	V-22_top	4313.0	-999	HORIZON
Yabl_063	V-22_base	4365.0	-999	HORIZON
Yabl_063	V-22v_top	4313.0	-999	HORIZON
Yabl_063	V-22v_base	4322.0	-999	HORIZON
Yabl_063	V-22n_top	4330.0	-999	HORIZON
Yabl_063	V-22n_base	4365.0	-999	HORIZON
Yabl_063	V-23_top	4419.0	-999	HORIZON
Yabl_063	V-23_base	4455.0	-999	HORIZON
Yabl_063	V-24_top	4455.0	-999	HORIZON
Yabl_063	V-25_base	4607.0	-999	HORIZON
Yabl_063	V-26_top	4630.0	-999	HORIZON
Yabl_063	V-26_base	4767.0	-999	HORIZON
Yabl_063	T-1_top	4767.0	-999	HORIZON
Yabl_063	T-1_base	4938.0	-999	HORIZON
Yabl_063	D3fm2 (oz-hv)_top	4938.0	-999	HORIZON
Yabl_063	D3fm2 (oz-hv)_base	4958.0	-999	HORIZON
Yabl_063	D3fm2 (dn-lb)_top	4958.0	-999	HORIZON
Yabl_063	D3fm2 (dn-lb)_base	5055.0	-999	HORIZON
Yabl_063	D3fm1 (zd-el)_top	5055.0	-999	HORIZON
Yabl_063	D3fm1 (zd-el)_base	5074.0	-999	HORIZON
Yabl_064	M-1_top	3239.0	-999	HORIZON
Yabl_064	M1_base	3280.0	-999	HORIZON
Yabl_064	M-2_top	3318.0	-999	HORIZON
Yabl_064	M-2_base	3351.0	-999	HORIZON
Yabl_064	M-3_top	3366.0	-999	HORIZON
Yabl_064	M-3_base	3390.0	-999	HORIZON
Yabl_064	M-4_top	3396.0	-999	HORIZON
Yabl_064	M-4_base	3423.0	-999	HORIZON
Yabl_064	M-5v_top	3438.0	-999	HORIZON
Yabl_064	M-5v_base	3452.0	-999	HORIZON
Yabl_064	M-5n_top	3463.0	-999	HORIZON
Yabl_064	M-5n_base	3476.0	-999	HORIZON
Yabl_064	M-6_top	3483.0	-999	HORIZON
Yabl_064	M-6_base	3546.4	-999	HORIZON
Yabl_064	M-7_top	3557.0	-999	HORIZON
Yabl_064	M-7_base	3643.0	-999	HORIZON
Yabl_064	B-4_top	3670.0	-999	HORIZON
Yabl_064	B-4_base	3690.0	-999	HORIZON
Yabl_064	B-5_top	3708.0	-999	HORIZON
Yabl_064	B-5_base	3751.0	-999	HORIZON
Yabl_064	B-6_top	3760.0	-999	HORIZON
Yabl_064	B-6_base	3800.0	-999	HORIZON
Yabl_064	B-8_top	3824.0	-999	HORIZON
Yabl_064	B-8_base	3835.0	-999	HORIZON
Yabl_064	B-10_top	3891.0	-999	HORIZON
Yabl_064	B-10_base	3911.0	-999	HORIZON
Yabl_064	B-11_top	3939.0	-999	HORIZON
Yabl_064	B-11_base	3950.0	-999	HORIZON
Yabl_064	S-8_top	3991.0	-999	HORIZON
Yabl_064	S-8_base	4003.0	-999	HORIZON
Yabl_064	S-23_top	4052.0	-999	HORIZON
Yabl_064	S-23_base	4075.0	-999	HORIZON
Yabl_064	V-15_top	4160.0	-999	HORIZON
Yabl_064	V-15_base	4190.0	-999	HORIZON
Yabl_064	V-16_top	4207.0	-999	HORIZON
Yabl_064	V-16_base	4220.0	-999	HORIZON
Yabl_064	V-17v_top	4222.0	-999	HORIZON
Yabl_064	V-17v_base	4302.0	-999	HORIZON
Yabl_064	V-17v1_top	4222.0	-999	HORIZON
Yabl_064	V-17v1_base	4227.0	-999	HORIZON
Yabl_064	V-17v2_top	4228.0	-999	HORIZON
Yabl_064	V-17v2_base	4282.0	-999	HORIZON
Yabl_064	V-17v3_top	4289.0	-999	HORIZON
Yabl_064	V-17v3_base	4302.0	-999	HORIZON
Yabl_064	V-17n3_top	4309.0	-999	HORIZON
Yabl_064	V-17n3_base	4320.0	-999	HORIZON
Yabl_064	V-18_top	4352.0	-999	HORIZON
Yabl_064	V-18_base	4389.0	-999	HORIZON
Yabl_064	V-18v_top	4352.0	-999	HORIZON
Yabl_064	V-18v_base	4362.0	-999	HORIZON
Yabl_064	V-18s_top	4368.0	-999	HORIZON
Yabl_064	V-18s_base	4377.0	-999	HORIZON
Yabl_064	V-18n_top	4378.0	-999	HORIZON
Yabl_064	V-18n_base	4389.0	-999	HORIZON
Yabl_064	V-19_top	4396.0	-999	HORIZON
Yabl_064	V-19_base	4417.0	-999	HORIZON
Yabl_064	V-20_top	4436.0	-999	HORIZON
Yabl_064	V-20_base	4467.0	-999	HORIZON
Yabl_064	V-21_top	4470.0	-999	HORIZON
Yabl_064	V-21_base	4490.0	-999	HORIZON
Yabl_064	V-22_top	4496.0	-999	HORIZON
Yabl_064	V-22_base	4555.0	-999	HORIZON
Yabl_064	V-22v_top	4496.0	-999	HORIZON
Yabl_064	V-22v_base	4511.0	-999	HORIZON
Yabl_064	V-22n_top	4526.0	-999	HORIZON
Yabl_064	V-22n_base	4555.0	-999	HORIZON
Yabl_064	V-23_top	4605.0	-999	HORIZON
Yabl_064	V-23_base	4627.0	-999	HORIZON
Yabl_064	V-24_top	4627.0	-999	HORIZON
Yabl_064	V-25_base	4773.0	-999	HORIZON
Yabl_064	V-26_top	4793.0	-999	HORIZON
Yabl_064	V-26_base	4919.0	-999	HORIZON
Yabl_064	T-1_top	4919.0	-999	HORIZON
Yabl_064	T-1_base	5073.0	-999	HORIZON
Yabl_064	D3fm2 (oz-hv)_top	5073.0	-999	HORIZON
Yabl_064	D3fm2 (oz-hv)_base	5135.0	-999	HORIZON
Yabl_065	M-1_top	3095.0	-999	HORIZON
Yabl_065	M1_base	3145.0	-999	HORIZON
Yabl_065	M-2_top	3160.0	-999	HORIZON
Yabl_065	M-3_top	3160.0	-999	HORIZON
Yabl_065	M-3_base	3222.0	-999	HORIZON
Yabl_065	M-4_top	3236.0	-999	HORIZON
Yabl_065	M-4_base	3258.0	-999	HORIZON
Yabl_065	M-5v_top	3272.0	-999	HORIZON
Yabl_065	M-5v_base	3280.0	-999	HORIZON
Yabl_065	M-5n_top	3308.0	-999	HORIZON
Yabl_065	M-5n_base	3321.0	-999	HORIZON
Yabl_065	M-6_top	3348.0	-999	HORIZON
Yabl_065	M-6_base	3399.0	-999	HORIZON
Yabl_065	M-7_top	3416.0	-999	HORIZON
Yabl_065	M-7_base	3478.0	-999	HORIZON
Yabl_065	B-4_top	3522.0	-999	HORIZON
Yabl_065	B-4_base	3539.0	-999	HORIZON
Yabl_065	B-5_top	3564.0	-999	HORIZON
Yabl_065	B-5_base	3597.0	-999	HORIZON
Yabl_065	B-6_top	3607.0	-999	HORIZON
Yabl_065	B-6_base	3648.0	-999	HORIZON
Yabl_065	B-8_top	3653.0	-999	HORIZON
Yabl_065	B-8_base	3666.0	-999	HORIZON
Yabl_065	B-10_top	3709.0	-999	HORIZON
Yabl_065	B-10_base	3728.0	-999	HORIZON
Yabl_065	B-11_top	3751.0	-999	HORIZON
Yabl_065	B-11_base	3764.0	-999	HORIZON
Yabl_065	S-8_top	3779.0	-999	HORIZON
Yabl_065	S-8_base	3791.0	-999	HORIZON
Yabl_065	V-15_top	3960.0	-999	HORIZON
Yabl_065	V-15_base	3980.0	-999	HORIZON
Yabl_065	V-16_top	3990.0	-999	HORIZON
Yabl_065	V-16_base	4027.0	-999	HORIZON
Yabl_065	V-17v_top	4033.0	-999	HORIZON
Yabl_065	V-17v_base	4114.0	-999	HORIZON
Yabl_065	V-17v1_top	4033.0	-999	HORIZON
Yabl_065	V-17v1_base	4046.2	-999	HORIZON
Yabl_065	V-17v2_top	4046.2	-999	HORIZON
Yabl_065	V-17v2_base	4094.0	-999	HORIZON
Yabl_065	V-17v3_top	4096.0	-999	HORIZON
Yabl_065	V-17v3_base	4114.0	-999	HORIZON
Yabl_065	V-17n1_top	4126.0	-999	HORIZON
Yabl_065	V-17n1_base	4142.0	-999	HORIZON
Yabl_065	V-17n2_top	4146.0	-999	HORIZON
Yabl_065	V-17n2_base	4155.0	-999	HORIZON
Yabl_065	V-17n3_top	4156.0	-999	HORIZON
Yabl_065	V-17n3_base	4174.0	-999	HORIZON
Yabl_065	V-18_top	4184.0	-999	HORIZON
Yabl_065	V-18_base	4249.0	-999	HORIZON
Yabl_065	V-18v_top	4184.0	-999	HORIZON
Yabl_065	V-18v_base	4204.0	-999	HORIZON
Yabl_065	V-18s_top	4212.0	-999	HORIZON
Yabl_065	V-18s_base	4226.0	-999	HORIZON
Yabl_065	V-18n_top	4234.0	-999	HORIZON
Yabl_065	V-18n_base	4249.0	-999	HORIZON
Yabl_065	V-19_top	 4255 м	-999	HORIZON
Yabl_065	V-22_top	4280.0	-999	HORIZON
Yabl_065	V-22_base	4315.0	-999	HORIZON
Yabl_065	V-22v_top	4280.0	-999	HORIZON
Yabl_065	V-22v_base	4293.0	-999	HORIZON
Yabl_065	V-22n_top	4295.0	-999	HORIZON
Yabl_065	V-22n_base	4315.0	-999	HORIZON
Yabl_065	V-23_top	4352.0	-999	HORIZON
Yabl_065	V-23_base	4398.0	-999	HORIZON
Yabl_065	V-24_top	4398.0	-999	HORIZON
Yabl_065	V-25_base	4507.0	-999	HORIZON
Yabl_065	V-26_top	4529.0	-999	HORIZON
Yabl_065	V-26_base	4670.0	-999	HORIZON
Yabl_065	T-1_top	4670.0	-999	HORIZON
Yabl_065	T-1_base	4836.0	-999	HORIZON
Yabl_065	D3fm2 (oz-hv)_top	4836.0	-999	HORIZON
Yabl_065	D3fm2 (oz-hv)_base	4873.0	-999	HORIZON
Yabl_065	D3fm2 (dn-lb)_top	4873.0	-999	HORIZON
Yabl_065	D3fm2 (dn-lb)_base	4912.0	-999	HORIZON
Yabl_065	D3fm1 (zd-el)_top	4912.0	-999	HORIZON
Yabl_065	D3fm1 (zd-el)_base	5018.0	-999	HORIZON
Yabl_066	M-2_top	3370.0	-999	HORIZON
Yabl_066	M-2_base	3427.0	-999	HORIZON
Yabl_066	M-4_top	3482.0	-999	HORIZON
Yabl_066	M-4_base	3496.0	-999	HORIZON
Yabl_066	M-5v_top	3520.0	-999	HORIZON
Yabl_066	M-5v_base	3541.0	-999	HORIZON
Yabl_066	M-5n_top	3549.0	-999	HORIZON
Yabl_066	M-5n_base	3563.0	-999	HORIZON
Yabl_066	M-6_top	3575.0	-999	HORIZON
Yabl_066	M-6_base	3647.0	-999	HORIZON
Yabl_066	M-7_top	3656.0	-999	HORIZON
Yabl_066	M-7_base	3754.0	-999	HORIZON
Yabl_066	B-5_top	3777.0	-999	HORIZON
Yabl_066	B-5_base	3824.0	-999	HORIZON
Yabl_066	B-6_top	3848.0	-999	HORIZON
Yabl_066	B-6_base	3892.0	-999	HORIZON
Yabl_066	B-8_top	3907.0	-999	HORIZON
Yabl_066	B-8_base	3921.0	-999	HORIZON
Yabl_066	B-10_top	3971.0	-999	HORIZON
Yabl_066	B-10_base	3998.0	-999	HORIZON
Yabl_066	B-11_top	4018.0	-999	HORIZON
Yabl_066	B-11_base	4039.0	-999	HORIZON
Yabl_066	S-8_top	4067.0	-999	HORIZON
Yabl_066	S-8_base	4080.0	-999	HORIZON
Yabl_066	S-23_top	4118.0	-999	HORIZON
Yabl_066	S-23_base	4158.0	-999	HORIZON
Yabl_066	V-17v_top	4175.0	-999	HORIZON
Yabl_066	V-17v_base	4247.0	-999	HORIZON
Yabl_066	V-17v1_top	4175.0	-999	HORIZON
Yabl_066	V-17v1_base	4183.0	-999	HORIZON
Yabl_066	V-17v2_top	4185.0	-999	HORIZON
Yabl_066	V-17v2_base	4237.0	-999	HORIZON
Yabl_066	V-17v3_top	4240.0	-999	HORIZON
Yabl_066	V-17v3_base	4247.0	-999	HORIZON
Yabl_066	V-17n1_top	4269.0	-999	HORIZON
Yabl_066	V-17n1_base	4290.0	-999	HORIZON
Yabl_066	V-17n2_top	4298.0	-999	HORIZON
Yabl_066	V-17n2_base	4321.0	-999	HORIZON
Yabl_066	V-17n3_top	4338.0	-999	HORIZON
Yabl_066	V-17n3_base	4348.0	-999	HORIZON
Yabl_066	V-18_top	4360.0	-999	HORIZON
Yabl_066	V-18_base	4426.0	-999	HORIZON
Yabl_066	V-18v_top	4360.0	-999	HORIZON
Yabl_066	V-18v_base	4381.0	-999	HORIZON
Yabl_066	V-18s_top	4386.0	-999	HORIZON
Yabl_066	V-18s_base	4402.0	-999	HORIZON
Yabl_066	V-18n_top	4413.0	-999	HORIZON
Yabl_066	V-18n_base	4426.0	-999	HORIZON
Yabl_066	V-19_top	4450.0	-999	HORIZON
Yabl_066	V-19_base	4486.0	-999	HORIZON
Yabl_066	V-20_top	4510.0	-999	HORIZON
Yabl_066	V-20_base	4527.0	-999	HORIZON
Yabl_066	V-21_top	4527.0	-999	HORIZON
Yabl_066	V-21_base	4549.0	-999	HORIZON
Yabl_066	V-22_top	4596.0	-999	HORIZON
Yabl_066	V-22_base	4652.0	-999	HORIZON
Yabl_066	V-22v_top	4596.0	-999	HORIZON
Yabl_066	V-22v_base	4606.0	-999	HORIZON
Yabl_066	V-22n_top	4619.0	-999	HORIZON
Yabl_066	V-22n_base	4652.0	-999	HORIZON
Yabl_066	V-23_top	4701.0	-999	HORIZON
Yabl_066	V-23_base	4723.0	-999	HORIZON
Yabl_066	V-24_top	4723.0	-999	HORIZON
Yabl_066	V-25_base	4873.0	-999	HORIZON
Yabl_066	V-26_top	4892.0	-999	HORIZON
Yabl_066	V-26_base	5033.0	-999	HORIZON
Yabl_066	T-1_top	5033.0	-999	HORIZON
Yabl_066	T-1_base	5218.0	-999	HORIZON
Yabl_066	D3fm2 (oz-hv)_top	5218.0	-999	HORIZON
Yabl_066	D3fm2 (oz-hv)_base	5278.0	-999	HORIZON
Yabl_067	M-2_top	3027.0	-999	HORIZON
Yabl_067	M-2_base	3100.0	-999	HORIZON
Yabl_067	M-3_top	3125.0	-999	HORIZON
Yabl_067	M-3_base	3172.0	-999	HORIZON
Yabl_067	M-4_top	3181.0	-999	HORIZON
Yabl_067	M-4_base	3204.0	-999	HORIZON
Yabl_067	M-5v_top	3235.0	-999	HORIZON
Yabl_067	M-5v_base	3258.0	-999	HORIZON
Yabl_067	M-5n_top	3269.0	-999	HORIZON
Yabl_067	M-5n_base	3286.0	-999	HORIZON
Yabl_067	M-6_top	3299.0	-999	HORIZON
Yabl_067	M-6_base	3350.2	-999	HORIZON
Yabl_067	M-7_top	3354.0	-999	HORIZON
Yabl_067	M-7_base	3410.0	-999	HORIZON
Yabl_067	B-10_top	3452.0	-999	HORIZON
Yabl_067	B-10_base	3470.0	-999	HORIZON
Yabl_067	B-11_top	3485.0	-999	HORIZON
Yabl_067	B-11_base	3495.0	-999	HORIZON
Yabl_067	S-23_top	3527.0	-999	HORIZON
Yabl_067	S-23_base	3558.0	-999	HORIZON
Yabl_067	V-15_top	3670.0	-999	HORIZON
Yabl_067	V-15_base	3703.0	-999	HORIZON
Yabl_067	V-16_top	3713.0	-999	HORIZON
Yabl_067	V-16_base	3734.0	-999	HORIZON
Yabl_067	V-17v_top	3747.0	-999	HORIZON
Yabl_067	V-17v_base	3830.0	-999	HORIZON
Yabl_067	V-17v1_top	3747.0	-999	HORIZON
Yabl_067	V-17v1_base	3757.0	-999	HORIZON
Yabl_067	V-17v2_top	3764.0	-999	HORIZON
Yabl_067	V-17v2_base	3830.0	-999	HORIZON
Yabl_067	V-17n1_top	3837.0	-999	HORIZON
Yabl_067	V-17n1_base	3867.0	-999	HORIZON
Yabl_067	V-17n2_top	3869.0	-999	HORIZON
Yabl_067	V-17n2_base	3909.0	-999	HORIZON
Yabl_067	V-17n3_top	3917.0	-999	HORIZON
Yabl_067	V-17n3_base	3937.0	-999	HORIZON
Yabl_067	V-18_top	3960.0	-999	HORIZON
Yabl_067	V-18_base	4038.0	-999	HORIZON
Yabl_067	V-18v_top	3960.0	-999	HORIZON
Yabl_067	V-18v_base	3988.0	-999	HORIZON
Yabl_067	V-18s_top	3993.0	-999	HORIZON
Yabl_067	V-18s_base	4006.0	-999	HORIZON
Yabl_067	V-18n_top	4020.0	-999	HORIZON
Yabl_067	V-18n_base	4038.0	-999	HORIZON
Yabl_067	V-19_top	4053.0	-999	HORIZON
Yabl_067	V-19_base	4076.0	-999	HORIZON
Yabl_067	V-20_top	4100.0	-999	HORIZON
Yabl_067	V-20_base	4121.0	-999	HORIZON
Yabl_067	V-21_top	4121.0	-999	HORIZON
Yabl_067	V-21_base	4171.0	-999	HORIZON
Yabl_067	V-22_top	4200.0	-999	HORIZON
Yabl_067	V-22_base	4256.0	-999	HORIZON
Yabl_067	V-22v_top	4200.0	-999	HORIZON
Yabl_067	V-22v_base	4217.0	-999	HORIZON
Yabl_067	V-22n_top	4223.0	-999	HORIZON
Yabl_067	V-22n_base	4256.0	-999	HORIZON
Yabl_067	V-23_top	4327.0	-999	HORIZON
Yabl_067	V-23_base	4365.0	-999	HORIZON
Yabl_067	V-24_top	4365.0	-999	HORIZON
Yabl_067	V-25_base	4509.0	-999	HORIZON
Yabl_067	V-26_top	4537.0	-999	HORIZON
Yabl_067	V-26_base	4665.0	-999	HORIZON
Yabl_067	T-1_top	4665.0	-999	HORIZON
Yabl_067	T-1_base	4817.0	-999	HORIZON
Yabl_067	D3fm2 (oz-hv)_top	4817.0	-999	HORIZON
Yabl_067	D3fm2 (oz-hv)_base	4850.0	-999	HORIZON
Yabl_067	D3fm2 (dn-lb)_top	4850.0	-999	HORIZON
Yabl_067	D3fm2 (dn-lb)_base	4939.0	-999	HORIZON
Yabl_067	D3fm1 (zd-el)_top	4939.0	-999	HORIZON
Yabl_067	D3fm1 (zd-el)_base	4985.0	-999	HORIZON
Yabl_068	M-2_top	3102.0	-999	HORIZON
Yabl_068	M-2_base	3140.0	-999	HORIZON
Yabl_068	M-3_top	3162.0	-999	HORIZON
Yabl_068	M-3_base	3211.0	-999	HORIZON
Yabl_068	M-4_top	3227.0	-999	HORIZON
Yabl_068	M-4_base	3249.0	-999	HORIZON
Yabl_068	M-5v_top	3254.0	-999	HORIZON
Yabl_068	M-5v_base	3272.0	-999	HORIZON
Yabl_068	M-5n_top	3293.0	-999	HORIZON
Yabl_068	M-5n_base	3306.0	-999	HORIZON
Yabl_068	M-6_top	3325.0	-999	HORIZON
Yabl_068	M-6_base	3369.0	-999	HORIZON
Yabl_068	M-7_top	3380.0	-999	HORIZON
Yabl_068	M-7_base	3438.0	-999	HORIZON
Yabl_068	B-3_top	3446.0	-999	HORIZON
Yabl_068	B-3_base	3455.0	-999	HORIZON
Yabl_068	B-4_top	3473.0	-999	HORIZON
Yabl_068	B-4_base	3498.0	-999	HORIZON
Yabl_068	B-5_top	3509.0	-999	HORIZON
Yabl_068	B-5_base	3546.0	-999	HORIZON
Yabl_068	B-6_top	3554.0	-999	HORIZON
Yabl_068	B-6_base	3602.0	-999	HORIZON
Yabl_068	B-8_top	3602.0	-999	HORIZON
Yabl_068	B-8_base	3618.0	-999	HORIZON
Yabl_068	B-10_top	3669.0	-999	HORIZON
Yabl_068	B-10_base	3688.0	-999	HORIZON
Yabl_068	B-11_top	3710.0	-999	HORIZON
